word	rank	freq_per_million	POS
word4079	4079	245.16	NN
word4080	4080	245.1	NN
word4081	4081	245.04	NN
word4082	4082	244.98	NN
word4083	4083	244.92	NN
word4084	4084	244.86	NN
word4085	4085	244.8	NN
word4086	4086	244.74	NN
word4087	4087	244.68	NN
word4088	4088	244.62	NN
word4089	4089	244.56	NN
word4090	4090	244.5	NN
word4091	4091	244.44	NN
word4092	4092	244.38	NN
word4093	4093	244.32	NN
word4094	4094	244.26	NN
word4095	4095	244.2	NN
word4096	4096	244.14	NN
word4097	4097	244.08	NN
word4098	4098	244.02	NN
word4099	4099	243.96	NN
word4100	4100	243.9	NN
word4101	4101	243.84	NN
word4102	4102	243.78	NN
word4103	4103	243.72	NN
word4104	4104	243.66	NN
word4105	4105	243.61	NN
word4106	4106	243.55	NN
word4107	4107	243.49	NN
word4108	4108	243.43	NN
word4109	4109	243.37	NN
word4110	4110	243.31	NN
word4111	4111	243.25	NN
word4112	4112	243.19	NN
word4113	4113	243.13	NN
word4114	4114	243.07	NN
word4115	4115	243.01	NN
word4116	4116	242.95	NN
word4117	4117	242.9	NN
word4118	4118	242.84	NN
word4119	4119	242.78	NN
word4120	4120	242.72	NN
word4121	4121	242.66	NN
word4122	4122	242.6	NN
word4123	4123	242.54	NN
word4124	4124	242.48	NN
word4125	4125	242.42	NN
word4126	4126	242.37	NN
word4127	4127	242.31	NN
word4128	4128	242.25	NN
word4129	4129	242.19	NN
word4130	4130	242.13	NN
word4131	4131	242.07	NN
word4132	4132	242.01	NN
word4133	4133	241.95	NN
word4134	4134	241.9	NN
word4135	4135	241.84	NN
word4136	4136	241.78	NN
word4137	4137	241.72	NN
word4138	4138	241.66	NN
word4139	4139	241.6	NN
word4140	4140	241.55	NN
word4141	4141	241.49	NN
word4142	4142	241.43	NN
word4143	4143	241.37	NN
word4144	4144	241.31	NN
word4145	4145	241.25	NN
word4146	4146	241.2	NN
word4147	4147	241.14	NN
word4148	4148	241.08	NN
word4149	4149	241.02	NN
word4150	4150	240.96	NN
word4151	4151	240.91	NN
word4152	4152	240.85	NN
word4153	4153	240.79	NN
word4154	4154	240.73	NN
word4155	4155	240.67	NN
word4156	4156	240.62	NN
word4157	4157	240.56	NN
word4158	4158	240.5	NN
word4159	4159	240.44	NN
word4160	4160	240.38	NN
word4161	4161	240.33	NN
word4162	4162	240.27	NN
word4163	4163	240.21	NN
word4164	4164	240.15	NN
word4165	4165	240.1	NN
word4166	4166	240.04	NN
word4167	4167	239.98	NN
word4168	4168	239.92	NN
word4169	4169	239.87	NN
word4170	4170	239.81	NN
word4171	4171	239.75	NN
word4172	4172	239.69	NN
word4173	4173	239.64	NN
word4174	4174	239.58	NN
word4175	4175	239.52	NN
word4176	4176	239.46	NN
word4177	4177	239.41	NN
word4178	4178	239.35	NN
word4179	4179	239.29	NN
word4180	4180	239.23	NN
word4181	4181	239.18	NN
word4182	4182	239.12	NN
word4183	4183	239.06	NN
word4184	4184	239.01	NN
word4185	4185	238.95	NN
word4186	4186	238.89	NN
word4187	4187	238.83	NN
word4188	4188	238.78	NN
word4189	4189	238.72	NN
word4190	4190	238.66	NN
word4191	4191	238.61	NN
word4192	4192	238.55	NN
word4193	4193	238.49	NN
word4194	4194	238.44	NN
word4195	4195	238.38	NN
word4196	4196	238.32	NN
word4197	4197	238.27	NN
word4198	4198	238.21	NN
word4199	4199	238.15	NN
word4200	4200	238.1	NN
word4201	4201	238.04	NN
word4202	4202	237.98	NN
word4203	4203	237.93	NN
word4204	4204	237.87	NN
word4205	4205	237.81	NN
word4206	4206	237.76	NN
word4207	4207	237.7	NN
word4208	4208	237.64	NN
word4209	4209	237.59	NN
word4210	4210	237.53	NN
word4211	4211	237.47	NN
word4212	4212	237.42	NN
word4213	4213	237.36	NN
word4214	4214	237.3	NN
word4215	4215	237.25	NN
word4216	4216	237.19	NN
word4217	4217	237.14	NN
word4218	4218	237.08	NN
word4219	4219	237.02	NN
word4220	4220	236.97	NN
word4221	4221	236.91	NN
word4222	4222	236.85	NN
word4223	4223	236.8	NN
word4224	4224	236.74	NN
word4225	4225	236.69	NN
word4226	4226	236.63	NN
word4227	4227	236.57	NN
word4228	4228	236.52	NN
word4229	4229	236.46	NN
word4230	4230	236.41	NN
word4231	4231	236.35	NN
word4232	4232	236.29	NN
word4233	4233	236.24	NN
word4234	4234	236.18	NN
word4235	4235	236.13	NN
word4236	4236	236.07	NN
word4237	4237	236.02	NN
word4238	4238	235.96	NN
word4239	4239	235.9	NN
word4240	4240	235.85	NN
word4241	4241	235.79	NN
word4242	4242	235.74	NN
word4243	4243	235.68	NN
word4244	4244	235.63	NN
word4245	4245	235.57	NN
word4246	4246	235.52	NN
word4247	4247	235.46	NN
word4248	4248	235.4	NN
word4249	4249	235.35	NN
word4250	4250	235.29	NN
word4251	4251	235.24	NN
word4252	4252	235.18	NN
word4253	4253	235.13	NN
word4254	4254	235.07	NN
word4255	4255	235.02	NN
word4256	4256	234.96	NN
word4257	4257	234.91	NN
word4258	4258	234.85	NN
word4259	4259	234.8	NN
word4260	4260	234.74	NN
word4261	4261	234.69	NN
word4262	4262	234.63	NN
word4263	4263	234.58	NN
word4264	4264	234.52	NN
word4265	4265	234.47	NN
word4266	4266	234.41	NN
word4267	4267	234.36	NN
word4268	4268	234.3	NN
word4269	4269	234.25	NN
word4270	4270	234.19	NN
word4271	4271	234.14	NN
word4272	4272	234.08	NN
word4273	4273	234.03	NN
word4274	4274	233.97	NN
word4275	4275	233.92	NN
word4276	4276	233.86	NN
word4277	4277	233.81	NN
word4278	4278	233.75	NN
word4279	4279	233.7	NN
word4280	4280	233.64	NN
word4281	4281	233.59	NN
word4282	4282	233.54	NN
word4283	4283	233.48	NN
word4284	4284	233.43	NN
word4285	4285	233.37	NN
word4286	4286	233.32	NN
word4287	4287	233.26	NN
word4288	4288	233.21	NN
word4289	4289	233.15	NN
word4290	4290	233.1	NN
word4291	4291	233.05	NN
word4292	4292	232.99	NN
word4293	4293	232.94	NN
word4294	4294	232.88	NN
word4295	4295	232.83	NN
word4296	4296	232.77	NN
word4297	4297	232.72	NN
word4298	4298	232.67	NN
word4299	4299	232.61	NN
word4300	4300	232.56	NN
word4301	4301	232.5	NN
word4302	4302	232.45	NN
word4303	4303	232.4	NN
word4304	4304	232.34	NN
word4305	4305	232.29	NN
word4306	4306	232.23	NN
word4307	4307	232.18	NN
word4308	4308	232.13	NN
word4309	4309	232.07	NN
word4310	4310	232.02	NN
word4311	4311	231.96	NN
word4312	4312	231.91	NN
word4313	4313	231.86	NN
word4314	4314	231.8	NN
word4315	4315	231.75	NN
word4316	4316	231.7	NN
word4317	4317	231.64	NN
word4318	4318	231.59	NN
word4319	4319	231.54	NN
word4320	4320	231.48	NN
word4321	4321	231.43	NN
word4322	4322	231.37	NN
word4323	4323	231.32	NN
word4324	4324	231.27	NN
word4325	4325	231.21	NN
word4326	4326	231.16	NN
word4327	4327	231.11	NN
word4328	4328	231.05	NN
word4329	4329	231.0	NN
word4330	4330	230.95	NN
word4331	4331	230.89	NN
word4332	4332	230.84	NN
word4333	4333	230.79	NN
word4334	4334	230.73	NN
word4335	4335	230.68	NN
word4336	4336	230.63	NN
word4337	4337	230.57	NN
word4338	4338	230.52	NN
word4339	4339	230.47	NN
word4340	4340	230.41	NN
word4341	4341	230.36	NN
word4342	4342	230.31	NN
word4343	4343	230.26	NN
word4344	4344	230.2	NN
word4345	4345	230.15	NN
word4346	4346	230.1	NN
word4347	4347	230.04	NN
word4348	4348	229.99	NN
word4349	4349	229.94	NN
word4350	4350	229.89	NN
word4351	4351	229.83	NN
word4352	4352	229.78	NN
word4353	4353	229.73	NN
word4354	4354	229.67	NN
word4355	4355	229.62	NN
word4356	4356	229.57	NN
word4357	4357	229.52	NN
word4358	4358	229.46	NN
word4359	4359	229.41	NN
word4360	4360	229.36	NN
word4361	4361	229.31	NN
word4362	4362	229.25	NN
word4363	4363	229.2	NN
word4364	4364	229.15	NN
word4365	4365	229.1	NN
word4366	4366	229.04	NN
word4367	4367	228.99	NN
word4368	4368	228.94	NN
word4369	4369	228.89	NN
word4370	4370	228.83	NN
word4371	4371	228.78	NN
word4372	4372	228.73	NN
word4373	4373	228.68	NN
word4374	4374	228.62	NN
word4375	4375	228.57	NN
word4376	4376	228.52	NN
word4377	4377	228.47	NN
word4378	4378	228.41	NN
word4379	4379	228.36	NN
word4380	4380	228.31	NN
word4381	4381	228.26	NN
word4382	4382	228.21	NN
word4383	4383	228.15	NN
word4384	4384	228.1	NN
word4385	4385	228.05	NN
word4386	4386	228.0	NN
word4387	4387	227.95	NN
word4388	4388	227.89	NN
word4389	4389	227.84	NN
word4390	4390	227.79	NN
word4391	4391	227.74	NN
word4392	4392	227.69	NN
word4393	4393	227.63	NN
word4394	4394	227.58	NN
word4395	4395	227.53	NN
word4396	4396	227.48	NN
word4397	4397	227.43	NN
word4398	4398	227.38	NN
word4399	4399	227.32	NN
word4400	4400	227.27	NN
word4401	4401	227.22	NN
word4402	4402	227.17	NN
word4403	4403	227.12	NN
word4404	4404	227.07	NN
word4405	4405	227.01	NN
word4406	4406	226.96	NN
word4407	4407	226.91	NN
word4408	4408	226.86	NN
word4409	4409	226.81	NN
word4410	4410	226.76	NN
word4411	4411	226.71	NN
word4412	4412	226.65	NN
word4413	4413	226.6	NN
word4414	4414	226.55	NN
word4415	4415	226.5	NN
word4416	4416	226.45	NN
word4417	4417	226.4	NN
word4418	4418	226.35	NN
word4419	4419	226.3	NN
word4420	4420	226.24	NN
word4421	4421	226.19	NN
word4422	4422	226.14	NN
word4423	4423	226.09	NN
word4424	4424	226.04	NN
word4425	4425	225.99	NN
word4426	4426	225.94	NN
word4427	4427	225.89	NN
word4428	4428	225.84	NN
word4429	4429	225.78	NN
word4430	4430	225.73	NN
word4431	4431	225.68	NN
word4432	4432	225.63	NN
word4433	4433	225.58	NN
word4434	4434	225.53	NN
word4435	4435	225.48	NN
word4436	4436	225.43	NN
word4437	4437	225.38	NN
word4438	4438	225.33	NN
word4439	4439	225.28	NN
word4440	4440	225.23	NN
word4441	4441	225.17	NN
word4442	4442	225.12	NN
word4443	4443	225.07	NN
word4444	4444	225.02	NN
word4445	4445	224.97	NN
word4446	4446	224.92	NN
word4447	4447	224.87	NN
word4448	4448	224.82	NN
word4449	4449	224.77	NN
word4450	4450	224.72	NN
word4451	4451	224.67	NN
word4452	4452	224.62	NN
word4453	4453	224.57	NN
word4454	4454	224.52	NN
word4455	4455	224.47	NN
word4456	4456	224.42	NN
word4457	4457	224.37	NN
word4458	4458	224.32	NN
word4459	4459	224.27	NN
word4460	4460	224.22	NN
word4461	4461	224.16	NN
word4462	4462	224.11	NN
word4463	4463	224.06	NN
word4464	4464	224.01	NN
word4465	4465	223.96	NN
word4466	4466	223.91	NN
word4467	4467	223.86	NN
word4468	4468	223.81	NN
word4469	4469	223.76	NN
word4470	4470	223.71	NN
word4471	4471	223.66	NN
word4472	4472	223.61	NN
word4473	4473	223.56	NN
word4474	4474	223.51	NN
word4475	4475	223.46	NN
word4476	4476	223.41	NN
word4477	4477	223.36	NN
word4478	4478	223.31	NN
word4479	4479	223.26	NN
word4480	4480	223.21	NN
word4481	4481	223.16	NN
word4482	4482	223.11	NN
word4483	4483	223.06	NN
word4484	4484	223.02	NN
word4485	4485	222.97	NN
word4486	4486	222.92	NN
word4487	4487	222.87	NN
word4488	4488	222.82	NN
word4489	4489	222.77	NN
word4490	4490	222.72	NN
word4491	4491	222.67	NN
word4492	4492	222.62	NN
word4493	4493	222.57	NN
word4494	4494	222.52	NN
word4495	4495	222.47	NN
word4496	4496	222.42	NN
word4497	4497	222.37	NN
word4498	4498	222.32	NN
word4499	4499	222.27	NN
word4500	4500	222.22	NN
word4501	4501	222.17	NN
word4502	4502	222.12	NN
word4503	4503	222.07	NN
word4504	4504	222.02	NN
word4505	4505	221.98	NN
word4506	4506	221.93	NN
word4507	4507	221.88	NN
word4508	4508	221.83	NN
word4509	4509	221.78	NN
word4510	4510	221.73	NN
word4511	4511	221.68	NN
word4512	4512	221.63	NN
word4513	4513	221.58	NN
word4514	4514	221.53	NN
word4515	4515	221.48	NN
word4516	4516	221.43	NN
word4517	4517	221.39	NN
word4518	4518	221.34	NN
word4519	4519	221.29	NN
word4520	4520	221.24	NN
word4521	4521	221.19	NN
word4522	4522	221.14	NN
word4523	4523	221.09	NN
word4524	4524	221.04	NN
word4525	4525	220.99	NN
word4526	4526	220.95	NN
word4527	4527	220.9	NN
word4528	4528	220.85	NN
word4529	4529	220.8	NN
word4530	4530	220.75	NN
word4531	4531	220.7	NN
word4532	4532	220.65	NN
word4533	4533	220.6	NN
word4534	4534	220.56	NN
word4535	4535	220.51	NN
word4536	4536	220.46	NN
word4537	4537	220.41	NN
word4538	4538	220.36	NN
word4539	4539	220.31	NN
word4540	4540	220.26	NN
word4541	4541	220.22	NN
word4542	4542	220.17	NN
word4543	4543	220.12	NN
word4544	4544	220.07	NN
word4545	4545	220.02	NN
word4546	4546	219.97	NN
word4547	4547	219.93	NN
word4548	4548	219.88	NN
word4549	4549	219.83	NN
word4550	4550	219.78	NN
word4551	4551	219.73	NN
word4552	4552	219.68	NN
word4553	4553	219.64	NN
word4554	4554	219.59	NN
word4555	4555	219.54	NN
word4556	4556	219.49	NN
word4557	4557	219.44	NN
word4558	4558	219.39	NN
word4559	4559	219.35	NN
word4560	4560	219.3	NN
word4561	4561	219.25	NN
word4562	4562	219.2	NN
word4563	4563	219.15	NN
word4564	4564	219.11	NN
word4565	4565	219.06	NN
word4566	4566	219.01	NN
word4567	4567	218.96	NN
word4568	4568	218.91	NN
word4569	4569	218.87	NN
word4570	4570	218.82	NN
word4571	4571	218.77	NN
word4572	4572	218.72	NN
word4573	4573	218.67	NN
word4574	4574	218.63	NN
word4575	4575	218.58	NN
word4576	4576	218.53	NN
word4577	4577	218.48	NN
word4578	4578	218.44	NN
word4579	4579	218.39	NN
word4580	4580	218.34	NN
word4581	4581	218.29	NN
word4582	4582	218.25	NN
word4583	4583	218.2	NN
word4584	4584	218.15	NN
word4585	4585	218.1	NN
word4586	4586	218.05	NN
word4587	4587	218.01	NN
word4588	4588	217.96	NN
word4589	4589	217.91	NN
word4590	4590	217.86	NN
word4591	4591	217.82	NN
word4592	4592	217.77	NN
word4593	4593	217.72	NN
word4594	4594	217.68	NN
word4595	4595	217.63	NN
word4596	4596	217.58	NN
word4597	4597	217.53	NN
word4598	4598	217.49	NN
word4599	4599	217.44	NN
word4600	4600	217.39	NN
word4601	4601	217.34	NN
word4602	4602	217.3	NN
word4603	4603	217.25	NN
word4604	4604	217.2	NN
word4605	4605	217.16	NN
word4606	4606	217.11	NN
word4607	4607	217.06	NN
word4608	4608	217.01	NN
word4609	4609	216.97	NN
word4610	4610	216.92	NN
word4611	4611	216.87	NN
word4612	4612	216.83	NN
word4613	4613	216.78	NN
word4614	4614	216.73	NN
word4615	4615	216.68	NN
word4616	4616	216.64	NN
word4617	4617	216.59	NN
word4618	4618	216.54	NN
word4619	4619	216.5	NN
word4620	4620	216.45	NN
word4621	4621	216.4	NN
word4622	4622	216.36	NN
word4623	4623	216.31	NN
word4624	4624	216.26	NN
word4625	4625	216.22	NN
word4626	4626	216.17	NN
word4627	4627	216.12	NN
word4628	4628	216.08	NN
word4629	4629	216.03	NN
word4630	4630	215.98	NN
word4631	4631	215.94	NN
word4632	4632	215.89	NN
word4633	4633	215.84	NN
word4634	4634	215.8	NN
word4635	4635	215.75	NN
word4636	4636	215.7	NN
word4637	4637	215.66	NN
word4638	4638	215.61	NN
word4639	4639	215.56	NN
word4640	4640	215.52	NN
word4641	4641	215.47	NN
word4642	4642	215.42	NN
word4643	4643	215.38	NN
word4644	4644	215.33	NN
word4645	4645	215.29	NN
word4646	4646	215.24	NN
word4647	4647	215.19	NN
word4648	4648	215.15	NN
word4649	4649	215.1	NN
word4650	4650	215.05	NN
word4651	4651	215.01	NN
word4652	4652	214.96	NN
word4653	4653	214.92	NN
word4654	4654	214.87	NN
word4655	4655	214.82	NN
word4656	4656	214.78	NN
word4657	4657	214.73	NN
word4658	4658	214.68	NN
word4659	4659	214.64	NN
word4660	4660	214.59	NN
word4661	4661	214.55	NN
word4662	4662	214.5	NN
word4663	4663	214.45	NN
word4664	4664	214.41	NN
word4665	4665	214.36	NN
word4666	4666	214.32	NN
word4667	4667	214.27	NN
word4668	4668	214.22	NN
word4669	4669	214.18	NN
word4670	4670	214.13	NN
word4671	4671	214.09	NN
word4672	4672	214.04	NN
word4673	4673	214.0	NN
word4674	4674	213.95	NN
word4675	4675	213.9	NN
word4676	4676	213.86	NN
word4677	4677	213.81	NN
word4678	4678	213.77	NN
word4679	4679	213.72	NN
word4680	4680	213.68	NN
word4681	4681	213.63	NN
word4682	4682	213.58	NN
word4683	4683	213.54	NN
word4684	4684	213.49	NN
word4685	4685	213.45	NN
word4686	4686	213.4	NN
word4687	4687	213.36	NN
word4688	4688	213.31	NN
word4689	4689	213.27	NN
word4690	4690	213.22	NN
word4691	4691	213.17	NN
word4692	4692	213.13	NN
word4693	4693	213.08	NN
word4694	4694	213.04	NN
word4695	4695	212.99	NN
word4696	4696	212.95	NN
word4697	4697	212.9	NN
word4698	4698	212.86	NN
word4699	4699	212.81	NN
word4700	4700	212.77	NN
word4701	4701	212.72	NN
word4702	4702	212.68	NN
word4703	4703	212.63	NN
word4704	4704	212.59	NN
word4705	4705	212.54	NN
word4706	4706	212.49	NN
word4707	4707	212.45	NN
word4708	4708	212.4	NN
word4709	4709	212.36	NN
word4710	4710	212.31	NN
word4711	4711	212.27	NN
word4712	4712	212.22	NN
word4713	4713	212.18	NN
word4714	4714	212.13	NN
word4715	4715	212.09	NN
word4716	4716	212.04	NN
word4717	4717	212.0	NN
word4718	4718	211.95	NN
word4719	4719	211.91	NN
word4720	4720	211.86	NN
word4721	4721	211.82	NN
word4722	4722	211.77	NN
word4723	4723	211.73	NN
word4724	4724	211.69	NN
word4725	4725	211.64	NN
word4726	4726	211.6	NN
word4727	4727	211.55	NN
word4728	4728	211.51	NN
word4729	4729	211.46	NN
word4730	4730	211.42	NN
word4731	4731	211.37	NN
word4732	4732	211.33	NN
word4733	4733	211.28	NN
word4734	4734	211.24	NN
word4735	4735	211.19	NN
word4736	4736	211.15	NN
word4737	4737	211.1	NN
word4738	4738	211.06	NN
word4739	4739	211.01	NN
word4740	4740	210.97	NN
word4741	4741	210.93	NN
word4742	4742	210.88	NN
word4743	4743	210.84	NN
word4744	4744	210.79	NN
word4745	4745	210.75	NN
word4746	4746	210.7	NN
word4747	4747	210.66	NN
word4748	4748	210.61	NN
word4749	4749	210.57	NN
word4750	4750	210.53	NN
word4751	4751	210.48	NN
word4752	4752	210.44	NN
word4753	4753	210.39	NN
word4754	4754	210.35	NN
word4755	4755	210.3	NN
word4756	4756	210.26	NN
word4757	4757	210.22	NN
word4758	4758	210.17	NN
word4759	4759	210.13	NN
word4760	4760	210.08	NN
word4761	4761	210.04	NN
word4762	4762	210.0	NN
word4763	4763	209.95	NN
word4764	4764	209.91	NN
word4765	4765	209.86	NN
word4766	4766	209.82	NN
word4767	4767	209.78	NN
word4768	4768	209.73	NN
word4769	4769	209.69	NN
word4770	4770	209.64	NN
word4771	4771	209.6	NN
word4772	4772	209.56	NN
word4773	4773	209.51	NN
word4774	4774	209.47	NN
word4775	4775	209.42	NN
word4776	4776	209.38	NN
word4777	4777	209.34	NN
word4778	4778	209.29	NN
word4779	4779	209.25	NN
word4780	4780	209.21	NN
word4781	4781	209.16	NN
word4782	4782	209.12	NN
word4783	4783	209.07	NN
word4784	4784	209.03	NN
word4785	4785	208.99	NN
word4786	4786	208.94	NN
word4787	4787	208.9	NN
word4788	4788	208.86	NN
word4789	4789	208.81	NN
word4790	4790	208.77	NN
word4791	4791	208.72	NN
word4792	4792	208.68	NN
word4793	4793	208.64	NN
word4794	4794	208.59	NN
word4795	4795	208.55	NN
word4796	4796	208.51	NN
word4797	4797	208.46	NN
word4798	4798	208.42	NN
word4799	4799	208.38	NN
word4800	4800	208.33	NN
word4801	4801	208.29	NN
word4802	4802	208.25	NN
word4803	4803	208.2	NN
word4804	4804	208.16	NN
word4805	4805	208.12	NN
word4806	4806	208.07	NN
word4807	4807	208.03	NN
word4808	4808	207.99	NN
word4809	4809	207.94	NN
word4810	4810	207.9	NN
word4811	4811	207.86	NN
word4812	4812	207.81	NN
word4813	4813	207.77	NN
word4814	4814	207.73	NN
word4815	4815	207.68	NN
word4816	4816	207.64	NN
word4817	4817	207.6	NN
word4818	4818	207.56	NN
word4819	4819	207.51	NN
word4820	4820	207.47	NN
word4821	4821	207.43	NN
word4822	4822	207.38	NN
word4823	4823	207.34	NN
word4824	4824	207.3	NN
word4825	4825	207.25	NN
word4826	4826	207.21	NN
word4827	4827	207.17	NN
word4828	4828	207.13	NN
word4829	4829	207.08	NN
word4830	4830	207.04	NN
word4831	4831	207.0	NN
word4832	4832	206.95	NN
word4833	4833	206.91	NN
word4834	4834	206.87	NN
word4835	4835	206.83	NN
word4836	4836	206.78	NN
word4837	4837	206.74	NN
word4838	4838	206.7	NN
word4839	4839	206.65	NN
word4840	4840	206.61	NN
word4841	4841	206.57	NN
word4842	4842	206.53	NN
word4843	4843	206.48	NN
word4844	4844	206.44	NN
word4845	4845	206.4	NN
word4846	4846	206.36	NN
word4847	4847	206.31	NN
word4848	4848	206.27	NN
word4849	4849	206.23	NN
word4850	4850	206.19	NN
word4851	4851	206.14	NN
word4852	4852	206.1	NN
word4853	4853	206.06	NN
word4854	4854	206.02	NN
word4855	4855	205.97	NN
word4856	4856	205.93	NN
word4857	4857	205.89	NN
word4858	4858	205.85	NN
word4859	4859	205.8	NN
word4860	4860	205.76	NN
word4861	4861	205.72	NN
word4862	4862	205.68	NN
word4863	4863	205.63	NN
word4864	4864	205.59	NN
word4865	4865	205.55	NN
word4866	4866	205.51	NN
word4867	4867	205.47	NN
word4868	4868	205.42	NN
word4869	4869	205.38	NN
word4870	4870	205.34	NN
word4871	4871	205.3	NN
word4872	4872	205.25	NN
word4873	4873	205.21	NN
word4874	4874	205.17	NN
word4875	4875	205.13	NN
word4876	4876	205.09	NN
word4877	4877	205.04	NN
word4878	4878	205.0	NN
word4879	4879	204.96	NN
word4880	4880	204.92	NN
word4881	4881	204.88	NN
word4882	4882	204.83	NN
word4883	4883	204.79	NN
word4884	4884	204.75	NN
word4885	4885	204.71	NN
word4886	4886	204.67	NN
word4887	4887	204.62	NN
word4888	4888	204.58	NN
word4889	4889	204.54	NN
word4890	4890	204.5	NN
word4891	4891	204.46	NN
word4892	4892	204.42	NN
word4893	4893	204.37	NN
word4894	4894	204.33	NN
word4895	4895	204.29	NN
word4896	4896	204.25	NN
word4897	4897	204.21	NN
word4898	4898	204.16	NN
word4899	4899	204.12	NN
word4900	4900	204.08	NN
word4901	4901	204.04	NN
word4902	4902	204.0	NN
word4903	4903	203.96	NN
word4904	4904	203.92	NN
word4905	4905	203.87	NN
word4906	4906	203.83	NN
word4907	4907	203.79	NN
word4908	4908	203.75	NN
word4909	4909	203.71	NN
word4910	4910	203.67	NN
word4911	4911	203.62	NN
word4912	4912	203.58	NN
word4913	4913	203.54	NN
word4914	4914	203.5	NN
word4915	4915	203.46	NN
word4916	4916	203.42	NN
word4917	4917	203.38	NN
word4918	4918	203.33	NN
word4919	4919	203.29	NN
word4920	4920	203.25	NN
word4921	4921	203.21	NN
word4922	4922	203.17	NN
word4923	4923	203.13	NN
word4924	4924	203.09	NN
word4925	4925	203.05	NN
word4926	4926	203.0	NN
word4927	4927	202.96	NN
word4928	4928	202.92	NN
word4929	4929	202.88	NN
word4930	4930	202.84	NN
word4931	4931	202.8	NN
word4932	4932	202.76	NN
word4933	4933	202.72	NN
word4934	4934	202.68	NN
word4935	4935	202.63	NN
word4936	4936	202.59	NN
word4937	4937	202.55	NN
word4938	4938	202.51	NN
word4939	4939	202.47	NN
word4940	4940	202.43	NN
word4941	4941	202.39	NN
word4942	4942	202.35	NN
word4943	4943	202.31	NN
word4944	4944	202.27	NN
word4945	4945	202.22	NN
word4946	4946	202.18	NN
word4947	4947	202.14	NN
word4948	4948	202.1	NN
word4949	4949	202.06	NN
word4950	4950	202.02	NN
word4951	4951	201.98	NN
word4952	4952	201.94	NN
word4953	4953	201.9	NN
word4954	4954	201.86	NN
word4955	4955	201.82	NN
word4956	4956	201.78	NN
word4957	4957	201.73	NN
word4958	4958	201.69	NN
word4959	4959	201.65	NN
word4960	4960	201.61	NN
word4961	4961	201.57	NN
word4962	4962	201.53	NN
word4963	4963	201.49	NN
word4964	4964	201.45	NN
word4965	4965	201.41	NN
word4966	4966	201.37	NN
word4967	4967	201.33	NN
word4968	4968	201.29	NN
word4969	4969	201.25	NN
word4970	4970	201.21	NN
word4971	4971	201.17	NN
word4972	4972	201.13	NN
word4973	4973	201.09	NN
word4974	4974	201.05	NN
word4975	4975	201.01	NN
word4976	4976	200.96	NN
word4977	4977	200.92	NN
word4978	4978	200.88	NN
word4979	4979	200.84	NN
word4980	4980	200.8	NN
word4981	4981	200.76	NN
word4982	4982	200.72	NN
word4983	4983	200.68	NN
word4984	4984	200.64	NN
word4985	4985	200.6	NN
word4986	4986	200.56	NN
word4987	4987	200.52	NN
word4988	4988	200.48	NN
word4989	4989	200.44	NN
word4990	4990	200.4	NN
word4991	4991	200.36	NN
word4992	4992	200.32	NN
word4993	4993	200.28	NN
word4994	4994	200.24	NN
word4995	4995	200.2	NN
word4996	4996	200.16	NN
word4997	4997	200.12	NN
word4998	4998	200.08	NN
word4999	4999	200.04	NN
word5000	5000	200.0	NN
